epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,33.0386,2.06421,1.9426,2.08937,0.59824,0.55604,0.55354,0.35844,2.49786,2.33172,2.52138,0.000898484,0.000898484,0.000898484
77,33.4442,2.08701,1.90815,2.06961,0.52949,0.59655,0.56213,0.33348,2.5352,2.30082,2.51013,0.00089141,0.00089141,0.00089141
78,33.8489,2.03654,2.03988,2.12345,0.52697,0.54858,0.51384,0.31762,2.61487,2.47777,2.48369,0.000884337,0.000884337,0.000884337
79,34.3359,2.11968,2.05893,2.11773,0.66063,0.51858,0.55163,0.3445,2.42164,2.47173,2.36738,0.000877263,0.000877263,0.000877263
80,34.7481,1.96909,1.9533,2.05837,0.65593,0.4405,0.50253,0.35484,2.24026,2.62355,2.26845,0.00087019,0.00087019,0.00087019
81,35.3407,1.92749,1.87345,2.0346,0.51768,0.39784,0.46272,0.31427,2.32835,2.78949,2.35618,0.000863116,0.000863116,0.000863116
82,35.7461,2.07461,2.03878,2.12407,0.56995,0.46501,0.52847,0.33002,2.26375,2.51624,2.40371,0.000856042,0.000856042,0.000856042
83,36.1636,1.97245,1.85751,2.03313,0.57133,0.50683,0.52328,0.35457,2.21121,2.41991,2.39197,0.000848969,0.000848969,0.000848969
84,36.5638,1.93593,1.89249,2.08959,0.49096,0.5,0.48682,0.33462,2.27703,2.43318,2.39814,0.000841895,0.000841895,0.000841895
85,36.9676,2.10022,1.90671,2.13519,0.53838,0.49784,0.54402,0.37214,2.29503,2.39799,2.41874,0.000834822,0.000834822,0.000834822
86,37.3762,2.0386,1.93736,2.13339,0.67299,0.57697,0.58774,0.38306,2.45439,2.27868,2.52289,0.000827748,0.000827748,0.000827748
87,37.7842,2.06631,1.91518,2.09058,0.65617,0.59813,0.61564,0.40593,2.41657,2.2018,2.51162,0.000820675,0.000820675,0.000820675
88,38.2894,2.00473,1.83631,2.07124,0.67505,0.60642,0.60612,0.39696,2.44464,2.2273,2.49163,0.000813601,0.000813601,0.000813601
