epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.38607,1.75086,2.86052,1.68493,0.17678,0.25037,0.18953,0.10581,1.64707,2.77203,1.45305,0.00018577,0.00018577,0.00018577
2,6.67241,1.50231,2.08947,1.51494,0.53868,0.30174,0.23604,0.12514,1.65406,2.48988,1.45216,0.000368468,0.000368468,0.000368468
3,9.95541,1.40964,1.86487,1.43779,0.55952,0.30969,0.21849,0.12286,1.63432,2.42331,1.42358,0.00053316,0.00053316,0.00053316
4,13.2801,1.40059,1.77068,1.4169,0.50857,0.34855,0.22003,0.1222,1.59875,2.24271,1.40579,0.000679847,0.000679847,0.000679847
5,16.4298,1.30605,1.55569,1.36489,0.21266,0.42189,0.24877,0.14499,1.55102,2.12561,1.38847,0.000808528,0.000808528,0.000808528
6,19.7076,1.26891,1.50412,1.34205,0.24403,0.48525,0.29927,0.16463,1.55039,2.0528,1.39586,0.000919204,0.000919204,0.000919204
7,22.9121,1.24372,1.46039,1.31501,0.27245,0.4855,0.29188,0.16163,1.53139,2.07624,1.40677,0.00101187,0.00101187,0.00101187
8,26.0638,1.22971,1.39609,1.3104,0.24181,0.48509,0.27987,0.1557,1.53475,2.14153,1.43993,0.000978865,0.000978865,0.000978865
9,29.2504,1.23016,1.39747,1.30852,0.2817,0.45243,0.29588,0.16259,1.55114,1.98559,1.44845,0.00091456,0.00091456,0.00091456
10,32.4001,1.19589,1.33286,1.29358,0.32185,0.42879,0.29841,0.17118,1.518,1.88105,1.4122,0.000850255,0.000850255,0.000850255
11,36.3106,0.97867,1.13213,1.13907,0.35667,0.43309,0.33118,0.19784,1.49574,1.80056,1.41369,0.00078595,0.00078595,0.00078595
12,39.5461,0.97412,1.10166,1.15823,0.40627,0.46008,0.36885,0.21795,1.49496,1.70704,1.4081,0.000721645,0.000721645,0.000721645
13,42.6951,0.96935,1.03431,1.13661,0.35736,0.46765,0.35921,0.21571,1.48347,1.75179,1.41074,0.00065734,0.00065734,0.00065734
14,45.8233,0.94779,1.06982,1.14407,0.33443,0.55585,0.34863,0.20716,1.48404,1.73816,1.4027,0.000593035,0.000593035,0.000593035
15,49.0748,0.95956,1.06408,1.14148,0.33104,0.51362,0.34536,0.20435,1.50631,1.72574,1.41454,0.00052873,0.00052873,0.00052873
16,52.1338,0.94844,1.02289,1.13871,0.34408,0.53325,0.34392,0.20539,1.48059,1.71716,1.41817,0.000464425,0.000464425,0.000464425
17,55.2395,0.91349,1.01273,1.1261,0.36429,0.55702,0.35482,0.2093,1.47913,1.72042,1.41565,0.00040012,0.00040012,0.00040012
18,58.3186,0.91851,0.98161,1.12398,0.36029,0.5427,0.34996,0.21417,1.47581,1.67551,1.40632,0.000335815,0.000335815,0.000335815
19,61.4033,0.90485,0.9798,1.12306,0.37765,0.52365,0.37578,0.22255,1.47924,1.62989,1.39575,0.00027151,0.00027151,0.00027151
20,64.5599,0.90661,0.96777,1.12768,0.3695,0.53843,0.38083,0.22972,1.47155,1.61683,1.38658,0.000207205,0.000207205,0.000207205
